                  沪深300 (000300) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 ZQER.ER1   	 ZQER.ER2   	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2008/12/10	 2028.51	 2096.39	 2014.28	 2096.39	       83271064	    2045.65	    1961.43	    1929.04	    1910.80	83271064.00	95387648.00	81129064.00	       0.29	       0.01	      51.98	      25.34	      53.28	
 2008/12/11	 2087.43	 2107.29	 2043.62	 2046.34	       73556240	    2058.35	    1979.03	    1937.65	    1909.19	73556240.00	86261760.00	79683992.00	       0.17	       0.03	      53.82	      31.03	      45.57	
 2008/12/12	 2027.07	 2038.19	 1936.28	 1960.38	       67387264	    2047.80	    1992.05	    1938.49	    1907.32	67387264.00	84866664.00	81263824.00	       0.02	       0.03	      47.78	      34.38	      26.80	
 2008/12/15	 1991.55	 2006.22	 1941.05	 1975.03	       50451096	    2023.80	    2003.13	    1937.88	    1905.61	50451096.00	73434728.00	81470256.00	       0.01	       0.03	      43.68	      36.24	      14.88	
 2008/12/16	 1956.99	 1994.96	 1919.87	 1994.45	       47924880	    2014.50	    2015.72	    1945.61	    1905.50	47924880.00	64518552.00	80127592.00	       0.18	       0.00	      41.52	      37.30	       8.45	
 2008/12/17	 2002.03	 2030.39	 1995.65	 2001.42	       58685152	    1995.55	    2020.60	    1948.03	    1906.71	58685152.00	59600896.00	77494272.00	       0.06	       0.02	      39.91	      37.82	       4.18	
 2008/12/18	 2001.05	 2045.94	 1982.43	 2045.10	       58429224	    1995.25	    2026.80	    1953.65	    1909.20	58429224.00	56575592.00	71418672.00	       0.15	       0.05	      41.68	      38.59	       6.17	
 2008/12/19	 2037.37	 2075.38	 2033.11	 2052.11	       63311228	    2013.65	    2030.72	    1960.22	    1908.85	63311228.00	55760488.00	70313576.00	       0.17	       0.01	      43.15	      39.50	       7.29	
 2008/12/22	 2050.77	 2055.37	 1993.33	 2017.55	       52949464	    2022.15	    2022.97	    1969.22	    1905.68	52949464.00	56260200.00	64847464.00	       0.25	       0.07	      41.05	      39.81	       2.48	
 2008/12/23	 2019.23	 2019.23	 1918.43	 1918.95	       63590464	    2007.05	    2010.78	    1973.46	    1902.27	63590464.00	59392820.00	61955688.00	       0.10	       0.07	      31.07	      38.07	     -13.98	
 2008/12/24	 1893.22	 1912.78	 1872.65	 1887.07	       44201832	    1984.15	    1989.85	    1975.64	    1898.07	44201832.00	56496128.00	58048512.00	       0.05	       0.09	      20.36	      34.52	     -28.33	
 2008/12/25	 1891.53	 1902.71	 1848.71	 1870.77	       39916832	    1949.30	    1972.28	    1975.65	    1892.19	39916832.00	52794164.00	54684876.00	       0.00	       0.12	      10.43	      29.71	     -38.54	
 2008/12/26	 1868.34	 1881.08	 1850.50	 1862.10	       34560888	    1911.25	    1962.45	    1977.25	    1885.83	34560888.00	47043380.00	51401932.00	       0.04	       0.13	       1.85	      24.13	     -44.58	
 2008/12/29	 1852.41	 1861.30	 1816.06	 1854.76	       35986872	    1878.70	    1950.43	    1976.78	    1881.27	35986872.00	43651072.00	49955636.00	       0.01	       0.10	      -5.49	      18.21	     -47.40	
 2008/12/30	 1852.95	 1867.41	 1824.53	 1833.44	       37584628	    1861.60	    1934.32	    1975.03	    1876.78	37584628.00	38449972.00	48921396.00	       0.04	       0.10	     -12.87	      11.99	     -49.73	
 2008/12/31	 1835.10	 1844.42	 1813.73	 1817.72	       35631356	    1847.75	    1915.95	    1968.28	    1873.37	35631356.00	36736204.00	46616168.00	       0.19	       0.08	     -19.77	       5.64	     -50.82	
 2009/01/05	 1848.33	 1882.96	 1837.84	 1882.96	       48187020	    1850.20	    1899.75	    1963.28	    1871.49	48187020.00	38390168.00	45592168.00	       0.13	       0.04	     -19.74	       0.57	     -40.61	
 2009/01/06	 1880.67	 1948.49	 1873.01	 1942.80	       70974096	    1866.35	    1888.80	    1959.76	    1872.09	70974096.00	45672856.00	46358120.00	       0.09	       0.01	     -14.72	      -2.49	     -24.45	
 2009/01/07	 1942.67	 1959.25	 1930.87	 1931.18	       59702168	    1881.65	    1880.18	    1951.57	    1871.19	59702168.00	50416024.00	47033548.00	       0.23	       0.02	     -11.54	      -4.30	     -14.48	
 2009/01/08	 1894.66	 1902.80	 1873.65	 1887.99	       53446488	    1892.55	    1877.07	    1943.93	    1870.41	53446488.00	53588788.00	46019380.00	       0.22	       0.02	     -12.37	      -5.91	     -12.91	
 2009/01/09	 1886.49	 1923.42	 1886.49	 1918.36	       47407216	    1912.65	    1880.20	    1935.03	    1870.47	47407216.00	55943988.00	46340096.00	       0.26	       0.00	     -10.45	      -6.82	      -7.26	
 2009/01/12	 1911.74	 1947.08	 1905.62	 1920.69	       54234156	    1920.20	    1885.20	    1928.74	    1872.14	54234156.00	57152308.00	47771240.00	       0.20	       0.04	      -8.65	      -7.19	      -2.92	
 2009/01/13	 1892.66	 1908.20	 1874.97	 1876.19	       49818136	    1906.90	    1886.63	    1924.54	    1872.85	49818136.00	52921960.00	49297408.00	       0.14	       0.02	     -10.68	      -7.89	      -5.59	
 2009/01/14	 1873.63	 1955.24	 1873.63	 1955.24	       59283232	    1911.70	    1896.68	    1923.55	    1873.83	59283232.00	52837580.00	51626804.00	       0.03	       0.02	      -5.85	      -7.48	       3.26	
 2009/01/15	 1935.39	 1977.19	 1930.30	 1954.87	       78943648	    1925.05	    1908.80	    1921.56	    1875.05	78943648.00	57937100.00	55762944.00	       0.06	       0.03	      -2.03	      -6.39	       8.72	
 2009/01/16	 1965.44	 2026.65	 1965.44	 1990.21	       96538632	    1939.45	    1926.05	    1921.00	    1877.67	96538632.00	67763408.00	61853696.00	       0.02	       0.06	       3.81	      -4.35	      16.32	
 2009/01/19	 2010.58	 2052.19	 1993.95	 2012.46	       81948176	    1957.80	    1939.00	    1919.38	    1880.63	81948176.00	73306928.00	65229620.00	       0.05	       0.07	      10.12	      -1.45	      23.14	
 2009/01/20	 2006.53	 2025.19	 1986.06	 2025.19	       53259264	    1987.60	    1947.25	    1918.03	    1884.69	53259264.00	73994240.00	63458100.00	       0.04	       0.10	      15.96	       2.03	      27.86	
 2009/01/21	 1993.67	 2047.10	 1988.24	 2021.71	       64117428	    2000.90	    1956.30	    1918.24	    1890.81	64117428.00	74961712.00	63899648.00	       0.01	       0.15	      20.07	       5.64	      28.87	
 2009/01/22	 2034.29	 2048.48	 2012.74	 2044.55	       58861948	    2018.85	    1971.95	    1924.51	    1896.45	58861948.00	70945176.00	64441140.00	       0.24	       0.14	      24.89	       9.49	      30.81	
 2009/01/23	 2039.52	 2054.33	 2025.19	 2032.68	       57504108	    2027.30	    1983.38	    1931.79	    1902.69	57504108.00	63138200.00	65450804.00	       0.28	       0.16	      27.44	      13.08	      28.72	
 2009/02/02	 2052.44	 2059.34	 2029.72	 2057.06	       51453904	    2036.25	    1997.03	    1941.11	    1908.68	51453904.00	57039256.00	65173096.00	       0.36	       0.16	      31.06	      16.67	      28.77	
 2009/02/03	 2056.79	 2108.94	 2049.89	 2108.91	       87640304	    2052.95	    2020.28	    1953.45	    1916.10	87640304.00	63915624.00	68954928.00	       0.44	       0.19	      37.68	      20.88	      33.62	
 2009/02/04	 2118.56	 2166.41	 2117.02	 2166.41	      100888432	    2081.90	    2041.40	    1969.04	    1924.65	100888432.00	71269584.00	73115648.00	       0.51	       0.22	      47.03	      26.11	      41.85	
 2009/02/05	 2164.55	 2211.18	 2135.67	 2150.97	      115100120	    2103.20	    2061.02	    1984.91	    1933.37	115100120.00	82517200.00	76731184.00	       0.52	       0.22	      52.59	      31.40	      42.37	
 2009/02/06	 2158.08	 2240.02	 2158.08	 2237.28	      106664904	    2144.15	    2085.73	    2005.89	    1942.47	106664904.00	92349232.00	77743720.00	       0.62	       0.23	      63.22	      37.77	      50.91	
 2009/02/09	 2271.59	 2307.91	 2257.49	 2296.67	      129523672	    2192.05	    2114.15	    2026.57	    1953.25	129523672.00	107963184.00	82501224.00	       0.61	       0.27	      75.58	      45.33	      60.49	
 2009/02/10	 2288.07	 2327.10	 2263.53	 2326.75	      116294544	    2235.65	    2144.30	    2045.78	    1964.07	116294544.00	113694312.00	88804968.00	       0.60	       0.27	      86.79	      53.62	      66.34	
 2009/02/11	 2287.23	 2381.19	 2275.57	 2331.14	      147576640	    2268.55	    2175.23	    2065.76	    1972.89	147576640.00	123032368.00	97150976.00	       0.63	       0.23	      94.94	      61.88	      66.11	
 2009/02/12	 2335.40	 2344.66	 2248.48	 2318.34	      119826216	    2302.05	    2202.63	    2087.29	    1981.84	119826216.00	123976912.00	103247056.00	       0.71	       0.23	      99.22	      69.35	      59.74	
 2009/02/13	 2321.56	 2402.44	 2307.09	 2399.06	      140409904	    2334.40	    2239.27	    2111.32	    1991.80	140409904.00	130726296.00	111537768.00	       0.73	       0.25	     107.88	      77.06	      61.65	
 2009/02/16	 2421.19	 2462.39	 2397.18	 2462.25	      152346672	    2367.50	    2279.77	    2138.40	    2001.60	152346672.00	135290880.00	121627032.00	       0.75	       0.25	     118.48	      85.34	      66.28	
 2009/02/17	 2460.57	 2470.62	 2384.79	 2385.29	      141014992	    2379.20	    2307.43	    2163.85	    2008.96	141014992.00	140235568.00	126964944.00	       0.68	       0.19	     119.30	      92.13	      54.32	
 2009/02/18	 2331.66	 2369.05	 2272.50	 2275.84	      115422064	    2368.15	    2318.35	    2179.88	    2013.77	115422064.00	133804032.00	128418200.00	       0.41	       0.12	     109.84	      95.67	      28.33	
 2009/02/19	 2295.65	 2324.68	 2259.59	 2298.41	       90853928	    2364.15	    2333.10	    2197.06	    2021.41	90853928.00	128009832.00	125993368.00	       0.43	       0.20	     102.98	      97.14	      11.70	
 2009/02/20	 2300.81	 2344.77	 2276.30	 2344.32	       86632072	    2353.20	    2343.80	    2214.76	    2027.93	86632072.00	117253736.00	123990016.00	       0.43	       0.18	     100.10	      97.73	       4.74	
 2009/02/23	 2333.81	 2419.53	 2307.92	 2410.48	      109465400	    2342.85	    2355.18	    2234.66	    2035.90	109465400.00	108677528.00	121984208.00	       0.46	       0.21	     101.98	      98.58	       6.80	
 2009/02/24	 2376.70	 2411.91	 2294.52	 2301.85	      127017552	    2326.20	    2352.70	    2248.50	    2042.25	127017552.00	105877504.00	123056536.00	       0.29	       0.16	      93.62	      97.59	      -7.93	
 2009/02/25	 2325.04	 2337.42	 2226.44	 2304.25	      107877528	    2331.90	    2350.02	    2262.63	    2050.03	107877528.00	104369360.00	119086696.00	       0.30	       0.20	      86.20	      95.31	     -18.22	
 2009/02/26	 2295.43	 2332.35	 2167.15	 2190.19	      102200384	    2310.20	    2337.18	    2269.90	    2055.96	102200384.00	106638544.00	117324184.00	       0.14	       0.15	      70.30	      90.31	     -40.01	
 2009/02/27	 2164.54	 2186.82	 2117.06	 2140.49	       87076416	    2269.45	    2311.32	    2275.30	    2060.91	87076416.00	106727832.00	111990784.00	       0.10	       0.12	      53.08	      82.86	     -59.56	
 2009/03/02	 2123.37	 2177.29	 2112.34	 2164.67	       62746180	    2220.30	    2281.57	    2280.68	    2065.81	62746180.00	97384040.00	103030784.00	       0.10	       0.12	      40.91	      74.47	     -67.12	
 2009/03/03	 2109.84	 2168.22	 2100.64	 2142.15	       66167312	    2188.35	    2257.27	    2282.35	    2071.02	66167312.00	85214000.00	95545752.00	       0.03	       0.13	      29.12	      65.40	     -72.57	
 2009/03/04	 2150.24	 2290.94	 2150.24	 2285.15	      110750032	    2184.50	    2258.20	    2288.27	    2078.03	110750032.00	85787440.00	95078400.00	       0.10	       0.17	      30.95	      58.51	     -55.12	
 2009/03/05	 2314.08	 2340.37	 2259.80	 2304.92	      131987344	    2207.50	    2258.85	    2295.98	    2085.30	131987344.00	91745488.00	99192016.00	       0.13	       0.17	      33.61	      53.53	     -39.84	
 2009/03/06	 2260.76	 2313.20	 2255.82	 2286.58	       85965448	    2236.70	    2253.07	    2298.44	    2090.87	85965448.00	91523480.00	99125656.00	       0.05	       0.14	      33.85	      49.60	     -31.49	
 2009/03/09	 2302.01	 2333.98	 2198.54	 2202.53	       86555952	    2244.25	    2232.27	    2293.73	    2094.52	86555952.00	96284672.00	96834352.00	       0.09	       0.09	      26.95	      45.07	     -36.24	
 2009/03/10	 2175.31	 2241.24	 2168.32	 2240.78	       56660448	    2263.95	    2226.15	    2289.43	    2098.32	56660448.00	94383312.00	89798656.00	       0.08	       0.09	      24.28	      40.91	     -33.25	
 2009/03/11	 2288.05	 2292.40	 2212.88	 2220.38	       70838672	    2251.05	    2217.77	    2283.90	    2100.41	70838672.00	86401840.00	86094640.00	       0.10	       0.05	      20.29	      36.79	     -32.99	
 2009/03/12	 2208.04	 2220.30	 2156.60	 2215.70	       55700112	    2233.20	    2220.35	    2278.76	    2103.32	55700112.00	71144240.00	81444864.00	       0.09	       0.07	      16.56	      32.74	     -32.36	
 2009/03/13	 2229.25	 2250.24	 2200.97	 2205.42	       54083096	    2216.95	    2226.82	    2269.07	    2105.14	54083096.00	64767592.00	78145536.00	       0.19	       0.05	      12.63	      28.72	     -32.18	
 2009/03/16	 2197.25	 2247.11	 2180.05	 2241.61	       48773856	    2224.80	    2234.52	    2258.05	    2108.40	48773856.00	57211288.00	76747984.00	       0.22	       0.08	      12.29	      25.43	     -26.29	
 2009/03/17	 2244.11	 2329.30	 2239.67	 2322.40	       92980528	    2241.10	    2252.52	    2254.90	    2114.43	92980528.00	64475956.00	79429632.00	       0.06	       0.15	      18.33	      24.01	     -11.37	
 2009/03/18	 2335.42	 2370.56	 2328.86	 2332.65	      101870072	    2263.55	    2257.30	    2257.75	    2120.39	101870072.00	70681392.00	78541616.00	       0.06	       0.15	      23.67	      23.94	      -0.55	
 2009/03/19	 2337.52	 2386.23	 2331.26	 2382.56	       97318768	    2296.90	    2265.05	    2261.95	    2126.86	97318768.00	79005288.00	75074768.00	       0.09	       0.16	      31.57	      25.47	      12.20	
 2009/03/20	 2389.89	 2397.21	 2343.27	 2379.84	      109396736	    2331.85	    2274.40	    2263.74	    2133.17	109396736.00	90067760.00	77417680.00	       0.04	       0.16	      37.18	      27.81	      18.73	
 2009/03/23	 2384.67	 2448.35	 2375.52	 2439.40	      116313048	    2371.35	    2298.07	    2265.18	    2139.74	116313048.00	103576368.00	80393832.00	       0.03	       0.16	      45.90	      31.43	      28.94	
 2009/03/24	 2477.57	 2483.83	 2440.53	 2451.78	      111993528	    2397.25	    2319.18	    2272.66	    2146.40	111993528.00	107378280.00	85927120.00	       0.19	       0.17	      53.20	      35.78	      34.83	
 2009/03/25	 2435.63	 2472.94	 2401.05	 2401.33	       95816656	    2411.00	    2337.27	    2277.52	    2152.80	95816656.00	106168320.00	88424856.00	       0.11	       0.16	      54.28	      39.48	      29.61	
 2009/03/26	 2407.76	 2479.83	 2379.95	 2479.79	      113249456	    2430.45	    2363.68	    2292.01	    2162.14	113249456.00	109353368.00	94179328.00	       0.35	       0.23	      60.78	      43.74	      34.07	
 2009/03/27	 2501.00	 2516.38	 2481.69	 2498.93	      135368544	    2454.25	    2393.05	    2309.94	    2172.34	135368544.00	114547920.00	102307840.00	       0.46	       0.26	      66.70	      48.33	      36.73	
 2009/03/30	 2501.31	 2508.14	 2471.37	 2484.49	       94151664	    2463.30	    2417.32	    2325.93	    2182.57	94151664.00	110116048.00	106846208.00	       0.41	       0.26	      69.42	      52.55	      33.75	
 2009/03/31	 2436.78	 2507.90	 2423.57	 2507.79	       95461752	    2474.50	    2435.88	    2344.20	    2193.33	95461752.00	106809752.00	107094016.00	       0.47	       0.27	      72.63	      56.57	      32.12	
 2009/04/01	 2519.89	 2566.54	 2519.89	 2548.22	      126307624	    2503.85	    2457.43	    2357.36	    2204.89	126307624.00	112907056.00	109537688.00	       0.39	       0.29	      77.54	      60.76	      33.55	
 2009/04/02	 2558.77	 2599.25	 2558.26	 2576.40	      135146800	    2523.15	    2476.80	    2370.93	    2217.27	135146800.00	117287320.00	113320344.00	       0.40	       0.31	      82.75	      65.16	      35.18	
 2009/04/03	 2597.92	 2612.37	 2555.61	 2570.50	      123655216	    2537.45	    2495.85	    2385.13	    2229.82	123655216.00	114945232.00	114746576.00	       0.42	       0.31	      85.41	      69.21	      32.41	
 2009/04/07	 2570.63	 2597.06	 2543.65	 2576.95	       86083256	    2555.95	    2509.63	    2403.85	    2241.38	86083256.00	113330584.00	111723312.00	       0.63	       0.29	      87.04	      72.78	      28.54	
 2009/04/08	 2563.72	 2573.09	 2479.35	 2479.35	       99328096	    2550.25	    2512.38	    2415.77	    2250.32	99328096.00	114103912.00	110456832.00	       0.37	       0.22	      79.54	      74.13	      10.83	
 2009/04/09	 2477.42	 2517.74	 2457.42	 2517.67	       74593704	    2544.15	    2524.00	    2430.64	    2260.10	74593704.00	103761512.00	108334288.00	       0.44	       0.24	      75.82	      74.47	       2.70	
 2009/04/10	 2540.11	 2595.60	 2530.62	 2595.53	      104144408	    2548.00	    2535.57	    2449.63	    2271.89	104144408.00	97560984.00	107424152.00	       0.51	       0.29	      78.25	      75.22	       6.05	
 2009/04/13	 2621.98	 2668.28	 2619.37	 2656.52	      139014544	    2565.20	    2551.32	    2472.19	    2284.20	139014544.00	100632168.00	107788696.00	       0.57	       0.30	      84.12	      77.00	      14.24	
 2009/04/14	 2651.20	 2682.91	 2637.38	 2676.87	      110491304	    2585.20	    2570.57	    2493.95	    2296.80	110491304.00	105514600.00	109422592.00	       0.56	       0.30	      89.39	      79.48	      19.82	
 2009/04/15	 2662.73	 2690.64	 2627.81	 2686.99	      120665296	    2626.75	    2588.50	    2512.19	    2310.31	120665296.00	109781808.00	111942864.00	       0.52	       0.33	      93.31	      82.25	      22.12	
 2009/04/16	 2690.51	 2706.63	 2643.32	 2687.11	      123729616	    2660.60	    2602.38	    2529.90	    2322.51	123729616.00	119608936.00	111685224.00	       0.51	       0.30	      95.32	      84.86	      20.92	
 2009/04/17	 2675.67	 2693.29	 2628.63	 2650.69	      101528808	    2671.65	    2609.82	    2543.31	    2334.11	101528808.00	119086288.00	108323632.00	       0.39	       0.29	      92.91	      86.47	      12.88	
 2009/04/20	 2643.73	 2708.45	 2640.99	 2707.67	       95903696	    2681.90	    2623.55	    2559.70	    2346.07	95903696.00	110464208.00	105548184.00	       0.44	       0.29	      94.51	      88.08	      12.85	
 2009/04/21	 2670.28	 2697.72	 2634.53	 2675.44	      108185248	    2681.55	    2633.38	    2571.50	    2357.11	108185248.00	110002176.00	107758384.00	       0.33	       0.27	      92.11	      88.88	       6.45	
 2009/04/22	 2687.86	 2713.30	 2563.36	 2576.28	      124046416	    2659.40	    2643.07	    2577.73	    2366.30	124046416.00	110678832.00	110230320.00	       0.16	       0.22	      81.27	      87.36	     -12.18	
 2009/04/23	 2555.53	 2604.16	 2543.91	 2593.56	       80887944	    2640.75	    2650.68	    2587.34	    2375.83	80887944.00	102110824.00	110859880.00	       0.25	       0.22	      73.23	      84.54	     -22.61	
 2009/04/24	 2605.70	 2609.87	 2570.38	 2572.89	       73360968	    2625.15	    2648.40	    2591.99	    2384.63	73360968.00	96476368.00	107781328.00	       0.13	       0.21	      64.45	      80.52	     -32.14	
 2009/04/27	 2566.92	 2576.52	 2499.44	 2513.29	       72039392	    2586.25	    2634.07	    2592.70	    2392.65	72039392.00	91703704.00	101083952.00	       0.02	       0.18	      52.08	      74.83	     -45.50	
 2009/04/28	 2490.53	 2531.54	 2485.80	 2518.53	       59264984	    2554.95	    2618.25	    2594.41	    2400.34	59264984.00	81920000.00	95961088.00	       0.05	       0.18	      42.21	      68.31	     -52.19	
 2009/04/29	 2518.85	 2615.81	 2514.14	 2605.37	       81885008	    2560.75	    2610.07	    2599.29	    2408.61	81885008.00	73487976.00	92083408.00	       0.12	       0.19	      40.93	      62.83	     -43.81	
 2009/04/30	 2616.49	 2640.02	 2604.45	 2622.93	       85809344	    2566.60	    2603.68	    2603.02	    2416.22	85809344.00	74471832.00	88291328.00	       0.10	       0.18	      40.86	      58.44	     -35.16	
 2009/05/04	 2635.13	 2715.19	 2632.30	 2714.30	      102916568	    2594.90	    2610.02	    2609.93	    2425.61	102916568.00	80383184.00	88429776.00	       0.16	       0.21	      47.62	      56.27	     -17.30	
 2009/05/05	 2733.11	 2751.25	 2713.23	 2727.01	      102313720	    2637.65	    2611.95	    2617.75	    2433.77	102313720.00	86437888.00	89070800.00	       0.18	       0.19	      53.40	      55.70	      -4.60	
 2009/05/06	 2721.82	 2771.21	 2713.54	 2764.98	      105806648	    2686.90	    2620.93	    2627.15	    2441.57	105806648.00	95746456.00	88833232.00	       0.21	       0.18	      60.34	      56.63	       7.43	
 2009/05/07	 2783.58	 2797.47	 2731.80	 2767.08	      122101160	    2719.25	    2640.00	    2641.54	    2448.91	122101160.00	103789360.00	88638672.00	       0.37	       0.17	      65.26	      58.35	      13.81	
 2009/05/08	 2751.50	 2800.22	 2733.33	 2789.22	      106724992	    2752.50	    2659.55	    2655.11	    2456.55	106724992.00	107973016.00	91222424.00	       0.35	       0.18	      70.14	      60.71	      18.85	
 2009/05/11	 2808.14	 2839.61	 2725.27	 2725.32	      125364448	    2754.70	    2674.80	    2661.60	    2463.33	125364448.00	112462232.00	96422704.00	       0.17	       0.16	      68.06	      62.18	      11.76	
 2009/05/12	 2702.74	 2788.61	 2699.95	 2788.56	       88695944	    2767.05	    2702.35	    2668.21	    2469.82	88695944.00	109738392.00	98088144.00	       0.17	       0.15	      70.71	      63.89	      13.64	
 2009/05/13	 2792.42	 2822.71	 2775.57	 2814.00	      107112856	    2776.85	    2731.88	    2675.06	    2475.69	107112856.00	109999720.00	102873088.00	       0.18	       0.14	      74.00	      65.91	      16.18	
 2009/05/14	 2781.05	 2804.48	 2757.54	 2792.60	       82639328	    2781.95	    2750.60	    2680.34	    2482.48	82639328.00	102107544.00	102948456.00	       0.14	       0.16	      74.03	      67.53	      12.99	
 2009/05/15	 2800.57	 2815.46	 2773.32	 2796.12	       64931432	    2783.30	    2767.90	    2685.79	    2491.15	64931432.00	93748432.00	100860720.00	       0.14	       0.22	      73.49	      68.72	       9.53	
 2009/05/18	 2782.58	 2813.76	 2740.92	 2810.57	       74835784	    2800.40	    2777.55	    2693.79	    2499.68	74835784.00	83643600.00	98052912.00	       0.21	       0.21	      73.38	      69.66	       7.46	
 2009/05/19	 2836.34	 2849.63	 2821.95	 2840.08	       97703616	    2810.65	    2788.85	    2700.40	    2507.95	97703616.00	85445016.00	97591704.00	       0.18	       0.21	      74.82	      70.69	       8.26	
 2009/05/20	 2843.54	 2849.64	 2812.60	 2812.86	       87939216	    2810.45	    2793.65	    2707.29	    2514.65	87939216.00	81609520.00	95804624.00	       0.19	       0.17	      72.92	      71.13	       3.57	
 2009/05/21	 2795.83	 2808.29	 2735.77	 2750.01	       85535392	    2801.95	    2791.95	    2715.98	    2522.12	85535392.00	82188696.00	92148120.00	       0.25	       0.20	      65.58	      70.02	      -8.88	
 2009/05/22	 2733.02	 2762.74	 2719.12	 2740.68	       61499012	    2790.85	    2787.07	    2723.31	    2529.39	61499012.00	81503024.00	87625728.00	       0.22	       0.19	      58.35	      67.69	     -18.68	
 2009/05/25	 2684.21	 2761.39	 2675.28	 2752.72	       74091672	    2779.25	    2789.82	    2732.31	    2538.77	74091672.00	81353112.00	82498352.00	       0.27	       0.26	      52.97	      64.75	     -23.55	
 2009/05/26	 2757.31	 2762.81	 2718.55	 2719.76	       72316016	    2755.20	    2782.93	    2742.64	    2548.43	72316016.00	76276528.00	80860776.00	       0.32	       0.27	      45.53	      60.90	     -30.75	
 2009/05/27	 2734.42	 2768.57	 2715.82	 2759.71	       67976648	    2744.55	    2777.50	    2754.69	    2558.34	67976648.00	72283752.00	76946640.00	       0.36	       0.27	      42.36	      57.19	     -29.66	
 2009/06/01	 2798.93	 2864.47	 2798.93	 2858.34	      108564880	    2766.20	    2784.07	    2767.34	    2570.27	108564880.00	76890112.00	79539408.00	       0.37	       0.32	      47.27	      55.21	     -15.88	
 2009/06/02	 2878.53	 2892.78	 2855.06	 2865.10	      108338400	    2791.15	    2791.00	    2779.45	    2579.95	108338400.00	86256848.00	83879936.00	       0.36	       0.27	      51.11	      54.39	      -6.55	
 2009/06/03	 2865.73	 2939.39	 2864.71	 2939.39	      112073312	    2828.45	    2803.85	    2790.70	    2590.52	112073312.00	93854104.00	87603608.00	       0.34	       0.29	      59.47	      55.41	       8.13	
 2009/06/04	 2924.27	 2961.04	 2899.67	 2953.75	      130127712	    2875.25	    2815.23	    2802.04	    2601.64	130127712.00	105416296.00	90846416.00	       0.34	       0.31	      66.48	      57.62	      17.72	
 2009/06/05	 2966.06	 2975.18	 2937.18	 2939.31	      108476320	    2911.20	    2827.88	    2810.76	    2613.92	108476320.00	113516544.00	92900144.00	       0.27	       0.35	      70.07	      60.11	      19.92	
 2009/06/08	 2937.64	 2978.23	 2912.49	 2948.48	       96116368	    2929.25	    2847.73	    2819.84	    2625.72	96116368.00	111026176.00	93958144.00	       0.28	       0.34	      72.81	      62.65	      20.32	
 2009/06/09	 2948.95	 2960.90	 2892.72	 2960.56	       91989888	    2948.30	    2869.73	    2828.40	    2638.05	91989888.00	107756752.00	97006800.00	       0.27	       0.36	      75.10	      65.14	      19.91	
 2009/06/10	 2972.42	 2995.70	 2966.58	 2989.59	      101790040	    2958.35	    2893.40	    2841.61	    2650.95	101790040.00	105699736.00	99776920.00	       0.44	       0.37	      78.34	      67.78	      21.13	
 2009/06/11	 2982.97	 3000.86	 2951.27	 2961.63	       87116000	    2959.95	    2917.60	    2850.26	    2663.55	87116000.00	97097320.00	101256808.00	       0.31	       0.36	      77.77	      69.78	      15.98	
 2009/06/12	 2955.57	 2976.86	 2883.32	 2906.29	       80067064	    2953.30	    2932.25	    2854.88	    2674.63	80067064.00	91416168.00	102466352.00	       0.16	       0.31	      72.01	      70.22	       3.57	
 2009/06/15	 2911.42	 2967.10	 2898.07	 2966.19	       74352088	    2956.85	    2943.05	    2863.56	    2685.36	74352088.00	87062936.00	99044560.00	       0.27	       0.30	      71.46	      70.47	       1.98	
 2009/06/16	 2936.51	 2979.41	 2929.04	 2961.22	       70179240	    2956.95	    2952.63	    2871.81	    2695.83	70179240.00	82701520.00	95229136.00	       0.26	       0.30	      69.82	      70.34	      -1.04	
 2009/06/17	 2957.58	 3017.41	 2930.49	 3010.59	       77293120	    2961.20	    2959.77	    2881.81	    2706.30	77293120.00	77801880.00	91750808.00	       0.30	       0.30	      71.68	      70.61	       2.13	
 2009/06/18	 3014.44	 3061.75	 3014.44	 3057.43	       96281312	    2980.35	    2970.15	    2892.69	    2717.60	96281312.00	79634432.00	88365872.00	       0.32	       0.31	      76.05	      71.70	       8.71	
 2009/06/19	 3061.90	 3086.72	 3047.27	 3080.00	      102518072	    3015.10	    2984.20	    2906.04	    2728.27	102518072.00	84124464.00	87770320.00	       0.39	       0.30	      80.41	      73.44	      13.94	
 2009/06/22	 3106.39	 3116.16	 3072.53	 3082.56	      103952584	    3038.35	    2997.60	    2922.66	    2738.79	103952584.00	90044824.00	88553880.00	       0.53	       0.30	      83.11	      75.37	      15.48	
 2009/06/23	 3036.40	 3128.53	 3028.45	 3083.90	      111506736	    3062.90	    3009.93	    2939.82	    2750.16	111506736.00	98309736.00	90505624.00	       0.56	       0.33	      84.39	      77.18	      14.43	
 2009/06/24	 3079.50	 3121.21	 3068.24	 3120.73	      109424312	    3084.90	    3023.05	    2958.23	    2760.84	109424312.00	104736360.00	91269120.00	       0.58	       0.32	      87.37	      79.22	      16.31	
 2009/06/25	 3125.66	 3141.17	 3103.87	 3117.92	       82806888	    3097.00	    3038.68	    2978.14	    2771.16	82806888.00	102042008.00	90838224.00	       0.65	       0.31	      88.48	      81.07	      14.83	
